loop,domain,checks,status,detail
5164,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
5165,k5_help_wiki,11,PASS,Wiki-Topic ok
5166,k6_text_quality,194,PASS,de: 40 Werte sauber
5167,k7_update_path,6,PASS,Update-Pfad ok
5168,k8_key_discipline,60,PASS,Schluesseldisziplin ok
5169,k9_dialog_invariants,1,PASS,ui_colors.py: Invarianten ok
5170,k10_regression_shield,14,PASS,Regressionsschild intakt
5171,k1_first_run_path,11,PASS,Erststartpfad ok
5172,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
5173,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
5174,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
5175,k5_help_wiki,11,PASS,Wiki-Topic ok
5176,k6_text_quality,200,PASS,en: 40 Werte sauber
5177,k7_update_path,6,PASS,Update-Pfad ok
5178,k8_key_discipline,60,PASS,Schluesseldisziplin ok
5179,k9_dialog_invariants,3,PASS,update_dialog.py: Invarianten ok
5180,k10_regression_shield,14,PASS,Regressionsschild intakt
5181,k1_first_run_path,11,PASS,Erststartpfad ok
5182,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
5183,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
5184,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
5185,k5_help_wiki,11,PASS,Wiki-Topic ok
5186,k6_text_quality,200,PASS,fr: 40 Werte sauber
5187,k7_update_path,6,PASS,Update-Pfad ok
5188,k8_key_discipline,71,PASS,Schluesseldisziplin ok
5189,k9_dialog_invariants,1,PASS,account_data_hub.py: Invarianten ok
5190,k10_regression_shield,14,PASS,Regressionsschild intakt
5191,k1_first_run_path,11,PASS,Erststartpfad ok
5192,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
5193,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
5194,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
5195,k5_help_wiki,11,PASS,Wiki-Topic ok
5196,k6_text_quality,194,PASS,de: 40 Werte sauber
5197,k7_update_path,6,PASS,Update-Pfad ok
5198,k8_key_discipline,70,PASS,Schluesseldisziplin ok
5199,k9_dialog_invariants,3,PASS,account_management_dialog.py: Invarianten ok
5200,k10_regression_shield,14,PASS,Regressionsschild intakt
5201,k1_first_run_path,11,PASS,Erststartpfad ok
5202,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
5203,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
5204,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
5205,k5_help_wiki,11,PASS,Wiki-Topic ok
5206,k6_text_quality,200,PASS,en: 40 Werte sauber
5207,k7_update_path,6,PASS,Update-Pfad ok
5208,k8_key_discipline,60,PASS,Schluesseldisziplin ok
5209,k9_dialog_invariants,3,PASS,backup_restore_dialog.py: Invarianten ok
5210,k10_regression_shield,14,PASS,Regressionsschild intakt
5211,k1_first_run_path,11,PASS,Erststartpfad ok
5212,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
5213,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
5214,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
5215,k5_help_wiki,11,PASS,Wiki-Topic ok
5216,k6_text_quality,200,PASS,fr: 40 Werte sauber
5217,k7_update_path,6,PASS,Update-Pfad ok
5218,k8_key_discipline,60,PASS,Schluesseldisziplin ok
5219,k9_dialog_invariants,5,PASS,budget_adjustment_dialog.py: Invarianten ok
5220,k10_regression_shield,14,PASS,Regressionsschild intakt
5221,k1_first_run_path,11,PASS,Erststartpfad ok
5222,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
5223,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
5224,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
5225,k5_help_wiki,11,PASS,Wiki-Topic ok
5226,k6_text_quality,200,PASS,de: 40 Werte sauber
5227,k7_update_path,6,PASS,Update-Pfad ok
5228,k8_key_discipline,61,PASS,Schluesseldisziplin ok
5229,k9_dialog_invariants,5,PASS,budget_entry_dialog_extended.py: Invarianten ok
5230,k10_regression_shield,14,PASS,Regressionsschild intakt
5231,k1_first_run_path,11,PASS,Erststartpfad ok
5232,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
5233,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
5234,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
5235,k5_help_wiki,11,PASS,Wiki-Topic ok
5236,k6_text_quality,200,PASS,en: 40 Werte sauber
5237,k7_update_path,6,PASS,Update-Pfad ok
5238,k8_key_discipline,78,PASS,Schluesseldisziplin ok
5239,k9_dialog_invariants,3,PASS,budget_fill_dialog.py: Invarianten ok
5240,k10_regression_shield,14,PASS,Regressionsschild intakt
5241,k1_first_run_path,11,PASS,Erststartpfad ok
5242,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
5243,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
5244,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
5245,k5_help_wiki,11,PASS,Wiki-Topic ok
5246,k6_text_quality,200,PASS,fr: 40 Werte sauber
5247,k7_update_path,6,PASS,Update-Pfad ok
5248,k8_key_discipline,60,PASS,Schluesseldisziplin ok
5249,k9_dialog_invariants,3,PASS,category_delete_dialog.py: Invarianten ok
5250,k10_regression_shield,14,PASS,Regressionsschild intakt
5251,k1_first_run_path,11,PASS,Erststartpfad ok
5252,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
5253,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
5254,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
5255,k5_help_wiki,11,PASS,Wiki-Topic ok
5256,k6_text_quality,200,PASS,de: 40 Werte sauber
5257,k7_update_path,6,PASS,Update-Pfad ok
5258,k8_key_discipline,60,PASS,Schluesseldisziplin ok
5259,k9_dialog_invariants,1,PASS,category_excel_io.py: Invarianten ok
5260,k10_regression_shield,14,PASS,Regressionsschild intakt
5261,k1_first_run_path,11,PASS,Erststartpfad ok
5262,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
5263,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
5264,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
5265,k5_help_wiki,11,PASS,Wiki-Topic ok
5266,k6_text_quality,194,PASS,en: 40 Werte sauber
5267,k7_update_path,6,PASS,Update-Pfad ok
5268,k8_key_discipline,60,PASS,Schluesseldisziplin ok
5269,k9_dialog_invariants,3,PASS,category_manager_dialog.py: Invarianten ok
5270,k10_regression_shield,14,PASS,Regressionsschild intakt
5271,k1_first_run_path,11,PASS,Erststartpfad ok
5272,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
5273,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
5274,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
5275,k5_help_wiki,11,PASS,Wiki-Topic ok
5276,k6_text_quality,194,PASS,fr: 40 Werte sauber
5277,k7_update_path,6,PASS,Update-Pfad ok
5278,k8_key_discipline,60,PASS,Schluesseldisziplin ok
5279,k9_dialog_invariants,1,PASS,category_picker.py: Invarianten ok
5280,k10_regression_shield,14,PASS,Regressionsschild intakt
5281,k1_first_run_path,11,PASS,Erststartpfad ok
5282,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
5283,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
5284,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
5285,k5_help_wiki,11,PASS,Wiki-Topic ok
5286,k6_text_quality,191,PASS,de: 40 Werte sauber
5287,k7_update_path,6,PASS,Update-Pfad ok
